uniqueid,_timestamp,source,no_persons,valid_from,valid_to,is_forecast,confidence_lower,confidence_upper,nuts_code
1235,2019-08-22,humdata_exercise,4350,2019-08-22,2020-12-31,False,,,RS
1263,2019-09-19,humdata_exercise,4073,2019-09-19,2020-12-31,False,,,RS
1105,2019-08-24,humdata_exercise,572,2019-08-24,2020-12-31,False,,,IT
1165,2019-09-09,humdata_exercise,4311,2019-09-09,2020-12-31,False,,,EL
1312,2019-09-24,humdata_exercise,6214,2019-09-24,2020-12-31,False,,,HR
1499,2019-09-29,sarimax_forecast,8214,2019-09-29,2019-10-03,True,3945,12482,MK
1364,2019-08-19,humdata_exercise,0,2019-08-19,2020-12-31,False,,,SI
1376,2019-08-31,humdata_exercise,0,2019-08-31,2020-12-31,False,,,SI
1195,2019-08-26,humdata_exercise,5448,2019-08-26,2020-12-31,False,,,MK
1145,2019-08-20,humdata_exercise,5909,2019-08-20,2020-12-31,False,,,EL
1338,2019-09-06,humdata_exercise,32,2019-09-06,2020-12-31,False,,,HU
1115,2019-09-03,humdata_exercise,125,2019-09-03,2020-12-31,False,,,IT
1302,2019-09-14,humdata_exercise,7429,2019-09-14,2020-12-31,False,,,HR
1262,2019-09-18,humdata_exercise,6129,2019-09-18,2020-12-31,False,,,RS
1418,2019-08-29,humdata_exercise,7000,2019-08-29,2020-12-31,False,,,AT
1270,2019-09-26,humdata_exercise,8648,2019-09-26,2020-12-31,False,,,RS
1300,2019-09-12,humdata_exercise,6900,2019-09-12,2020-12-31,False,,,HR
1444,2019-09-24,humdata_exercise,5962,2019-09-24,2020-12-31,False,,,AT
1529,2019-09-29,distance_simulation,0,2019-09-29,2019-10-01,True,,,DE13
1363,2019-08-18,humdata_exercise,0,2019-08-18,2020-12-31,False,,,SI
1134,2019-09-22,humdata_exercise,0,2019-09-22,2020-12-31,False,,,IT
1238,2019-08-25,humdata_exercise,4850,2019-08-25,2020-12-31,False,,,RS
1416,2019-08-27,humdata_exercise,8240,2019-08-27,2020-12-31,False,,,AT
1425,2019-09-05,humdata_exercise,4737,2019-09-05,2020-12-31,False,,,AT
1378,2019-09-02,humdata_exercise,2700,2019-09-02,2020-12-31,False,,,SI
1254,2019-09-10,humdata_exercise,5100,2019-09-10,2020-12-31,False,,,RS
1297,2019-09-09,humdata_exercise,10249,2019-09-09,2020-12-31,False,,,HR
1251,2019-09-07,humdata_exercise,8750,2019-09-07,2020-12-31,False,,,RS
